0.91,0.313007,60000,10000,75.95374989509583
0.91,0.315536,60000,10000,72.23378300666809
0.91,0.310396,60000,10000,71.38953614234924
0.91,0.311215,60000,10000,71.25883078575134
0.91,0.315930,60000,10000,73.09436798095703
0.91,0.310426,60000,10000,69.77129578590393
0.91,0.308215,60000,10000,69.03972125053406
0.91,0.318427,60000,10000,70.07588791847229
0.91,0.294592,60000,10000,68.56782603263855
0.91,0.314468,60000,10000,72.07257318496704
0.91,0.315767,60000,10000,76.74023723602295
0.91,0.327597,60000,10000,76.23416185379028
0.91,0.321175,60000,10000,78.85289311408997
0.91,0.305488,60000,10000,74.12116503715515
0.91,0.305593,60000,10000,74.53063702583313
0.91,0.320225,60000,10000,75.32107377052307
0.91,0.310735,60000,10000,72.49594020843506
0.91,0.311842,60000,10000,71.64327216148376
0.90,0.322998,60000,10000,73.32563090324402
0.91,0.317338,60000,10000,73.20912098884583
0.91,0.318803,60000,10000,81.41874599456787
