0.97,0.142205,75,75,10.932671785354614
0.99,0.145112,75,75,12.231303930282593
0.99,0.168831,75,75,10.797933101654053
0.97,0.188794,75,75,11.242034912109375
0.99,0.166512,75,75,11.453953742980957
0.97,0.15918,75,75,11.075730085372925
0.97,0.172001,75,75,11.94245195388794
0.97,0.138759,75,75,10.928802013397217
0.97,0.162804,75,75,10.775793313980103
0.99,0.152925,75,75,11.826081991195679
0.99,0.1478,75,75,10.852292776107788
0.99,0.148917,75,75,11.397789001464844
0.97,0.146786,75,75,11.228184223175049
0.99,0.146197,75,75,11.20304274559021
0.99,0.14121,75,75,11.136152029037476
0.99,0.171104,75,75,11.57994794845581
0.97,0.151467,75,75,11.584979057312012
0.99,0.147718,75,75,11.58787202835083
0.99,0.149616,75,75,12.253643989562988
0.99,0.147299,75,75,11.558276176452637
