0.76,0.500283,768,0,9.035838842391968
0.77,0.473468,768,0,8.644944906234741
0.78,0.476304,768,0,8.885292053222656
0.77,0.469208,768,0,8.690451860427856
0.71,0.545791,768,0,8.565757036209106
0.78,0.459818,768,0,8.558823823928833
0.73,0.501707,768,0,8.455141067504883
0.80,0.469007,768,0,8.422225952148438
0.77,0.468015,768,0,8.422561168670654
0.76,0.486311,768,0,8.543941736221313
0.75,0.505681,768,0,8.398519039154053
0.70,0.549385,768,0,8.47350025177002
0.78,0.486015,768,0,8.454050064086914
0.76,0.500660,768,0,8.419929027557373
0.78,0.503074,768,0,8.481982231140137
0.77,0.456586,768,0,8.586279153823853
0.76,0.485544,768,0,8.33733606338501
0.78,0.468650,768,0,8.376780986785889
0.76,0.474609,768,0,8.604858160018921
0.69,0.566571,768,0,8.68316102027893
