0.32,-193604496.000000,979,171,44.36341714859009
0.32,-75602976.000000,979,171,46.70126914978027
0.32,-105136296.000000,979,171,44.88155794143677
0.32,-135875312.000000,979,171,44.128633975982666
0.32,-130062864.000000,979,171,45.16445207595825
0.32,-151624320.000000,979,171,46.70168495178223
0.32,-90459624.000000,979,171,47.37064075469971
0.32,-134071384.000000,979,171,47.9322669506073
0.32,-211183056.000000,979,171,44.24184012413025
0.32,-166993616.000000,979,171,43.3954381942749
0.32,-98437144.000000,979,171,43.72449278831482
0.32,-222618336.000000,979,171,43.09540319442749
0.32,-138218896.000000,979,171,44.74134826660156
0.32,-132295216.000000,979,171,43.38668489456177
0.32,-120366736.000000,979,171,43.710492849349976
0.32,-131895488.000000,979,171,51.699042081832886
0.32,-158482112.000000,979,171,43.83204197883606
0.32,-93672832.000000,979,171,43.30940222740173
0.32,-185250128.000000,979,171,43.64753699302673
0.32,-94872912.000000,979,171,44.09037494659424
