179.98,179.983719,150,51,4.935088872909546
70.15,70.147018,150,51,4.9681618213653564
62.46,62.457203,150,51,4.639609098434448
174.55,174.545807,150,51,4.744742155075073
75.72,75.721695,150,51,4.564510107040405
127.79,127.788162,150,51,4.982604026794434
76.65,76.650940,150,51,4.67409086227417
53.99,53.992397,150,51,4.68926215171814
89.67,89.669899,150,51,4.731947183609009
90.31,90.311790,150,51,4.552019119262695
107.05,107.053947,150,51,4.762274980545044
93.32,93.315079,150,51,4.814806222915649
71.17,71.168900,150,51,4.551321744918823
69.66,69.655914,150,51,4.578495025634766
102.49,102.492874,150,51,4.885689735412598
76.13,76.125793,150,51,4.598901033401489
85.80,85.795403,150,51,4.696272850036621
98.32,98.324623,150,51,4.716854095458984
91.41,91.407387,150,51,4.620018243789673
116.50,116.498245,150,51,4.716614246368408
