0.77,0.538505,75,75,5.058028936386108
0.73,0.585001,75,75,4.222598075866699
0.89,0.338201,75,75,4.170133113861084
0.84,0.33749,75,75,4.165330171585083
0.92,0.291461,75,75,4.158163309
0.85,0.404342,75,75,4.3423380851745605
0.8,0.524064,75,75,4.2221457958221436
0.85,0.438532,75,75,4.214426040649414
0.91,0.379265,75,75,4.221295118331909
0.89,0.348701,75,75,4.221508026123047
0.89,0.344706,75,75,4.231184005737305
0.92,0.326461,75,75,4.221570969
0.93,0.294978,75,75,4.275352716445923
0.91,0.385125,75,75,4.279758930206299
0.95,0.279246,75,75,4.245340824127197
0.93,0.340401,75,75,4.2944347858428955
0.77,0.626507,75,75,4.240274906158447
0.79,0.627501,75,75,4.264383078
0.91,0.335714,75,75,4.233339071273804
0.93,0.377124,75,75,5.241899013519287
