11,0,FALSE,1475.240473,157.2554319
11,1,FALSE,1474.252645,156.3922296
11,2,FALSE,1470.489825,165.0711
11,3,FALSE,1489.319212,156.3295212
11,4,FALSE,1474.601155,156.346355
11,5,FALSE,1476.602624,156.470566
11,6,FALSE,1483.876168,155.2310321
11,7,FALSE,1470.693633,155.6036592
11,8,FALSE,1472.2571,156.8537605
11,9,FALSE,1477.31249,156.6636894
11,10,FALSE,1474.168453,155.9138281
11,11,FALSE,1477.872134,156.8875253
11,12,FALSE,1473.953988,156.503247
11,13,FALSE,1474.963989,156.3743296
11,14,FALSE,1474.671653,156.7153542
11,15,FALSE,1475.452425,158.1765258
11,16,FALSE,1508.809381,156.6621704
11,17,FALSE,1475.976076,155.7579405
11,18,FALSE,1476.50718,157.5001891
11,19,FALSE,1477.469611,156.1181147
