0.89,0.284591,25000,25000,74.52989101409912
0.89,0.284583,25000,25000,63.657264947891235
0.89,0.284584,25000,25000,60.71745491027832
0.89,0.284589,25000,25000,64.67547297477722
0.89,0.284581,25000,25000,65.01961398124695
0.89,0.284581,25000,25000,65.31012415885925
0.89,0.284588,25000,25000,61.224602937698364
0.89,0.284590,25000,25000,61.505733013153076
0.89,0.284587,25000,25000,61.36187696456909
0.89,0.284588,25000,25000,61.14793801307678
0.89,0.284589,25000,25000,65.34458780288696
0.89,0.284590,25000,25000,63.95697784423828
0.89,0.284581,25000,25000,64.98356676101685
0.89,0.284590,25000,25000,65.0393738746643
0.89,0.284593,25000,25000,64.51342368125916
0.89,0.284589,25000,25000,65.18731713294983
0.89,0.284581,25000,25000,64.7657368183136
0.89,0.284590,25000,25000,60.34161305427551
0.89,0.284581,25000,25000,71.33176183700562
0.89,0.284593,25000,25000,66.60911893844604
