0.79,0.475320,768,768,9.502532958984375
0.79,0.467898,768,768,9.304792642593384
0.79,0.466056,768,768,9.443339347839355
0.78,0.476683,768,768,9.3877694606781
0.79,0.469695,768,768,9.301515340805054
0.79,0.467961,768,768,9.592788696289062
0.78,0.474990,768,768,9.509937047958374
0.78,0.478142,768,768,9.556223154067993
0.78,0.477827,768,768,9.705782651901245
0.79,0.469696,768,768,9.429067373275757
0.78,0.475231,768,768,9.635721206665039
0.80,0.467735,768,768,9.532143592834473
0.78,0.477542,768,768,9.547093391418457
0.78,0.477902,768,768,9.987608432769775
0.79,0.469695,768,768,9.606365203857422
0.78,0.477841,768,768,10.619250774383545
0.78,0.478342,768,768,9.62692642211914
0.80,0.466471,768,768,9.55433464050293
0.79,0.468058,768,768,9.817163944244385
0.78,0.476857,768,768,9.794195652008057
