0.99,0.059991,60000,10000,282.17781686782837
0.99,0.061418,60000,10000,296.2269608974457
0.99,0.062203,60000,10000,308.73676896095276
0.99,0.063486,60000,10000,299.9991421699524
0.99,0.064869,60000,10000,319.0997989177704
0.99,0.062425,60000,10000,298.48379015922546
0.99,0.066516,60000,10000,300.20021200180054
0.99,0.064819,60000,10000,304.112380027771
0.99,0.061605,60000,10000,307.64503717422485
0.99,0.075864,60000,10000,282.86163878440857
0.99,0.059991,60000,10000,285.2021198272705
0.99,0.067781,60000,10000,281.0687589645386
0.99,0.052908,60000,10000,295.856409072876
0.99,0.078875,60000,10000,279.2384169101715
0.99,0.066630,60000,10000,274.44707107543945
0.99,0.057580,60000,10000,273.1496727466583
0.99,0.064988,60000,10000,291.3460531234741
0.99,0.051256,60000,10000,291.54784893989563
0.99,0.057998,60000,10000,287.02432894706726
0.99,0.058026,60000,10000,294.61015605926514
