s50364194,0,True,3.2376999855041504,4.042353868484497
s50364194,1,True,3.0941970348358154,3.986576795578003
s50364194,2,True,3.0874290466308594,4.21797513961792
s50364194,3,True,3.199955940246582,4.082620859146118
s50364194,4,True,3.086819887161255,3.9693188667297363
s50364194,5,True,3.038520097732544,3.9103951454162598
s50364194,6,True,3.1146488189697266,2.091770887374878
s50364194,7,True,3.1326630115509033,3.9913809299468994
s50364194,8,True,3.1433088779449463,3.9734559059143066
s50364194,9,True,3.117844820022583,3.9789881706237793
s50364194,10,True,3.0866189002990723,4.007394790649414
s50364194,11,True,3.0838847160339355,4.165271997451782
s50364194,12,True,3.3148820400238037,4.01325798034668
s50364194,13,True,3.1148972511291504,3.9756481647491455
s50364194,14,True,3.0771310329437256,4.048861980438232
s50364194,15,True,3.2160680294036865,3.9773004055023193
s50364194,16,True,3.133010149002075,3.964797019958496
s50364194,17,True,3.071946859359741,3.96553111076355
s50364194,18,True,3.097598075866699,4.067773342132568
s50364194,19,True,3.2561168670654297,4.218353986740112
