s49392972,0,True,3.3695502281188965,4.902865171432495
s49392972,1,True,3.341756820678711,5.119759798049927
s49392972,2,True,3.0265889167785645,6.223133087158203
s49392972,3,True,3.376830816268921,5.178230047225952
s49392972,4,True,2.9512760639190674,5.241044044494629
s49392972,5,True,2.9825592041015625,5.759507179260254
s49392972,6,True,3.4921889305114746,5.435788154602051
s49392972,7,True,3.1214191913604736,4.737304925918579
s49392972,8,True,2.8185348510742188,4.75226902961731
s49392972,9,True,2.8859550952911377,4.6481757164001465
s49392972,10,True,2.8208041191101074,4.873476028442383
s49392972,11,True,2.831875801086426,4.763125896453857
s49392972,12,True,2.838078022003174,4.537231922149658
s49392972,13,True,2.776671886444092,5.268599987030029
s49392972,14,True,3.00014591217041,4.890313148498535
s49392972,15,True,2.8195250034332275,4.777247905731201
s49392972,16,True,2.8331267833709717,4.724698305130005
s49392972,17,True,2.7932939529418945,4.508414030075073
s49392972,18,True,2.7812039852142334,4.519797086715698
s49392972,19,True,2.8034980297088623,4.699868202209473
